room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,rooms_per_host,population,city_size,log_price
Entire home/apt,Veurne,De Panne,0,NA,8,4,117,51.091887,2.579216,1,NA,NA,4.762173934797756
Entire home/apt,Oostende,De Haan,11,4.5,4,1,112,51.301339,3.076109,1,69011,small,4.718498871295094
Entire home/apt,Oostende,Oostende,6,4,6,2,117,51.232299,2.911776,9,69011,small,4.762173934797756
Entire home/apt,Oostende,Middelkerke,34,5,4,2,116,51.16988,2.774575,1,69011,small,4.7535901911063645
Entire home/apt,Oostende,De Haan,9,4.5,4,2,108,51.262894,3.029632,1,69011,small,4.68213122712422
Entire home/apt,Oostende,De Haan,13,4,4,1,105,51.269273,3.035647,1,69011,small,4.653960350157523
Entire home/apt,Oostende,Oostende,7,4.5,2,0,117,51.229898,2.908753,1,69011,small,4.762173934797756
Entire home/apt,Brugge,Brugge,46,4.5,4,2,116,51.221461,3.207606,1,116709,large,4.7535901911063645
Entire home/apt,Oostende,Middelkerke,10,4.5,6,2,117,51.168956,2.768759,1,69011,small,4.762173934797756
Entire home/apt,Brugge,Brugge,51,5,5,3,104,51.208955,3.236821,1,116709,large,4.6443908991413725
Entire home/apt,Oostende,De Haan,12,4.5,2,1,116,51.272659,3.0306,4,69011,small,4.7535901911063645
Entire home/apt,Brugge,Brugge,43,5,2,1,124,51.211161,3.228863,7,116709,large,4.820281565605037
Entire home/apt,Oostende,Oostende,43,4,3,0,106,51.232697,2.914003,9,69011,small,4.663439094112067
Entire home/apt,Oostende,Oostende,24,4,4,2,112,51.232724,2.914012,9,69011,small,4.718498871295094
Entire home/apt,Brugge,Knokke-Heist,3,5,6,2,117,51.334039,3.238328,2,116709,large,4.762173934797756
Entire home/apt,Oostende,Oostende,44,4,6,2,106,51.23226,2.91503,9,69011,small,4.663439094112067
Entire home/apt,Oostende,De Haan,42,4.5,7,3,106,51.266295,3.03148,1,69011,small,4.663439094112067
Entire home/apt,Brussel,Elsene,33,4.5,6,2,129,50.823201,4.358396,97,1019022,large,4.859812404361672
Entire home/apt,Brussel,Brussel,10,4,6,2,129,50.839342,4.361851,97,1019022,large,4.859812404361672
Entire home/apt,Nivelles,Walhain,1,NA,7,4,141,50.641167,4.711095,1,24149,small,4.948759890378168
Entire home/apt,Veurne,De Panne,0,NA,6,4,112,51.105555,2.597361,1,NA,NA,4.718498871295094
Entire home/apt,Veurne,Koksijde,0,NA,8,3,117,51.112219,2.622318,4,NA,NA,4.762173934797756
Entire home/apt,Veurne,De Panne,17,5,4,1,106,51.103351,2.592088,1,NA,NA,4.663439094112067
Entire home/apt,Veurne,De Panne,36,4.5,8,3,106,51.102774,2.590687,1,NA,NA,4.663439094112067
Entire home/apt,Veurne,Koksijde,0,NA,6,3,117,51.108264,2.621622,1,NA,NA,4.762173934797756
Entire home/apt,Oostende,Oostende,36,4.5,4,2,106,51.229543,2.912715,1,69011,small,4.663439094112067
Entire home/apt,Oostende,De Haan,21,4,4,2,112,51.269668,3.043541,1,69011,small,4.718498871295094
Entire home/apt,Oostende,De Haan,35,4.5,6,2,112,51.278383,3.032628,1,69011,small,4.718498871295094
Entire home/apt,Oostende,De Haan,12,4.5,4,1,112,51.273664,3.032653,1,69011,small,4.718498871295094
Entire home/apt,Brugge,Brugge,46,5,5,2,117,51.295179,3.194782,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Brugge,69,5,3,1,111,51.202504,3.226463,1,116709,large,4.709530201312334
Entire home/apt,Brugge,Brugge,45,5,8,2,111,51.21883,3.239701,1,116709,large,4.709530201312334
Entire home/apt,Veurne,Koksijde,0,NA,4,2,106,51.149253,2.718493,1,NA,NA,4.663439094112067
Entire home/apt,Oostende,De Haan,6,4.5,5,2,106,51.302702,3.08473,1,69011,small,4.663439094112067
Entire home/apt,Brugge,Brugge,69,5,4,2,124,51.20782,3.214338,1,116709,large,4.820281565605037
Entire home/apt,Brugge,Brugge,28,5,2,1,112,51.212897,3.244032,1,116709,large,4.718498871295094
Entire home/apt,Oostende,Oostende,121,4.5,6,2,112,51.234883,2.918359,9,69011,small,4.718498871295094
Entire home/apt,Brugge,Brugge,16,5,2,0,105,51.207998,3.230953,1,116709,large,4.653960350157523
Entire home/apt,Brugge,Blankenberge,0,NA,4,3,117,51.316674,3.13084,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,2,NA,2,1,112,51.041058,3.735456,1,231493,large,4.718498871295094
Entire home/apt,Brugge,Knokke-Heist,0,NA,4,1,105,51.335776,3.258255,1,116709,large,4.653960350157523
Entire home/apt,Gent,Gent,9,4,4,2,109,51.033722,3.712326,1,231493,large,4.6913478822291435
Entire home/apt,Gent,Gent,8,5,2,1,106,51.055394,3.711635,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,2,1,112,51.03857,3.730969,1,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,0,NA,4,2,112,51.059142,3.709216,3,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,0,NA,5,2,116,51.049765,3.748068,1,231493,large,4.7535901911063645
Entire home/apt,Brugge,Knokke-Heist,15,4,5,3,117,51.341341,3.264258,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,19,4.5,4,2,113,51.347737,3.284914,1,116709,large,4.727387818712341
Entire home/apt,Gent,Gent,0,NA,2,1,117,51.057928,3.709367,1,231493,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,5,4.5,4,2,117,51.352154,3.289436,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,11,3,4,2,104,51.354523,3.302958,1,116709,large,4.6443908991413725
Entire home/apt,Gent,Gent,1,NA,4,1,106,51.065935,3.726864,2,231493,large,4.663439094112067
Entire home/apt,Brugge,Damme,10,4,2,1,105,51.240883,3.345973,1,116709,large,4.653960350157523
Entire home/apt,Gent,Gent,4,4.5,2,1,115,51.048127,3.730496,1,231493,large,4.74493212836325
Entire home/apt,Brugge,Knokke-Heist,5,4.5,8,3,117,51.350491,3.285612,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,8,5,4,2,112,51.066242,3.727167,2,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,11,4.5,4,0,106,51.058612,3.713111,7,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,21,4.5,2,1,115,51.058243,3.722427,1,231493,large,4.74493212836325
Entire home/apt,Brugge,Knokke-Heist,18,4.5,5,2,117,51.313879,3.366802,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,0,NA,2,1,105,51.049814,3.723213,2,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,0,NA,4,2,112,51.057052,3.710903,3,231493,large,4.718498871295094
Entire home/apt,Gent,Evergem,32,4.5,6,3,117,51.110931,3.704661,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,0,NA,2,1,105,51.059984,3.705375,2,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,2,NA,2,1,106,51.061585,3.727174,2,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,10,4.5,4,2,104,51.034822,3.715138,1,231493,large,4.6443908991413725
Entire home/apt,Gent,Gent,0,NA,2,1,106,51.050743,3.715617,5,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,5,3,112,51.069867,3.704064,1,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,12,5,2,1,106,51.058417,3.727214,2,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,23,4,4,2,104,51.050672,3.73821,1,231493,large,4.6443908991413725
Entire home/apt,Gent,Gent,0,NA,4,0,116,51.037005,3.729303,17,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,0,NA,4,0,116,51.037288,3.731035,17,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,7,4.5,5,3,105,51.052188,3.707534,1,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,2,NA,4,1,112,51.058495,3.724309,1,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,20,4.5,6,2,106,51.070515,3.705688,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,1,2,106,51.069313,3.730025,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,9,5,4,2,117,51.05577,3.721964,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,4,4,4,0,116,51.038425,3.731775,17,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,7,4.5,4,1,106,51.058385,3.714696,7,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,37,4.5,6,3,124,51.061964,3.69728,2,231493,large,4.820281565605037
Entire home/apt,Gent,Gent,12,4.5,4,2,106,51.044416,3.739743,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,43,5,5,2,116,51.037972,3.730551,1,231493,large,4.7535901911063645
Entire home/apt,Brugge,Knokke-Heist,0,NA,6,3,115,51.348423,3.281364,1,116709,large,4.74493212836325
Entire home/apt,Brugge,Knokke-Heist,11,4.5,3,1,112,51.338242,3.327954,1,116709,large,4.718498871295094
Entire home/apt,Gent,Gent,21,5,6,3,117,51.058917,3.713123,3,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,26,5,4,2,117,51.051052,3.733896,1,231493,large,4.762173934797756
Entire home/apt,Oudenaarde,Brakel,9,5,14,6,117,50.779759,3.747324,2,27935,small,4.762173934797756
Entire home/apt,Gent,Gent,56,4.5,3,0,112,51.051704,3.726319,1,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,1,NA,2,1,105,51.037555,3.717322,1,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,25,4.5,4,2,113,51.065661,3.727661,1,231493,large,4.727387818712341
Entire home/apt,Gent,Gent,0,NA,3,0,117,51.059077,3.725874,8,231493,large,4.762173934797756
Entire home/apt,Aalst,Geraardsbergen,12,5,7,3,117,50.773314,3.869471,5,77534,small,4.762173934797756
Entire home/apt,Nivelles,Lasne,38,4.5,6,2,112,50.70029,4.442947,1,24149,small,4.718498871295094
Entire home/apt,Brussel,Ukkel,5,4.5,6,3,121,50.802914,4.336662,1,1019022,large,4.795790545596741
Entire home/apt,Brussel,Brussel,28,4.5,4,2,117,50.846159,4.347999,2,1019022,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,6,4.5,6,3,117,51.347236,3.271343,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,5,4.5,5,3,117,51.342569,3.293074,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,10,5,4,2,116,51.342878,3.288863,1,116709,large,4.7535901911063645
Entire home/apt,Brugge,Knokke-Heist,0,NA,2,1,106,51.349961,3.283035,3,116709,large,4.663439094112067
Entire home/apt,Brugge,Knokke-Heist,35,4.5,4,2,124,51.347198,3.287802,2,116709,large,4.820281565605037
Entire home/apt,Brugge,Knokke-Heist,8,4.5,7,3,104,51.354909,3.294658,1,116709,large,4.6443908991413725
Entire home/apt,Brugge,Damme,48,4.5,8,4,116,51.26465,3.296538,1,116709,large,4.7535901911063645
Entire home/apt,Brugge,Knokke-Heist,11,5,4,1,117,51.335527,3.2957,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,0,NA,4,2,117,51.353243,3.290941,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,1,NA,4,2,106,51.352663,3.292037,1,116709,large,4.663439094112067
Entire home/apt,Brugge,Knokke-Heist,54,4.5,3,1,117,51.350442,3.293156,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,0,NA,4,2,112,51.058535,3.710805,3,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,0,NA,4,0,116,51.038471,3.729531,17,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,4,5,3,3,116,51.030584,3.722033,3,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,16,5,2,1,124,51.06315,3.718471,1,231493,large,4.820281565605037
Entire home/apt,Gent,Gent,0,NA,2,0,117,51.05954,3.729388,2,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,28,4.5,2,1,116,51.051464,3.729357,1,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,39,4.5,4,2,117,51.044155,3.740183,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,2,NA,4,0,105,51.038802,3.731225,17,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,1,NA,2,1,117,51.059075,3.722065,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gavere,18,5,3,1,112,50.942334,3.663068,5,231493,large,4.718498871295094
Entire home/apt,Veurne,De Panne,6,5,4,2,117,51.111454,2.609214,1,NA,NA,4.762173934797756
Entire home/apt,Tournai,Celles,0,NA,10,4,106,50.684591,3.404452,1,67721,small,4.663439094112067
Entire home/apt,Tournai,Antoing,0,NA,5,3,116,50.548651,3.464566,1,67721,small,4.7535901911063645
Entire home/apt,Tournai,Rumes,2,NA,8,3,117,50.527267,3.329357,1,67721,small,4.762173934797756
Entire home/apt,Mons,Saint-Ghislain,3,5,2,1,106,50.472322,3.760265,1,91277,small,4.663439094112067
Entire home/apt,Tournai,Péruwelz,0,NA,8,4,117,50.506471,3.542468,1,67721,small,4.762173934797756
Entire home/apt,Mons,Quévy,5,5,6,3,112,50.328197,3.900638,1,91277,small,4.718498871295094
Entire home/apt,Thuin,Froidchapelle,0,NA,4,0,104,50.189619,4.376175,3,NA,NA,4.6443908991413725
Entire home/apt,Tournai,Estaimpuis,0,NA,4,2,117,50.676774,3.308047,1,67721,small,4.762173934797756
Entire home/apt,Tournai,Tournai,9,4.5,3,0,106,50.605734,3.384271,4,67721,small,4.663439094112067
Entire home/apt,Tournai,Tournai,0,NA,4,1,106,50.632977,3.507078,3,67721,small,4.663439094112067
Entire home/apt,Tournai,Tournai,0,NA,8,3,112,50.623114,3.360767,1,67721,small,4.718498871295094
Entire home/apt,Tournai,Tournai,1,NA,4,0,106,50.632204,3.507004,3,67721,small,4.663439094112067
Entire home/apt,Tournai,Celles,43,4.5,9,3,117,50.677338,3.400295,1,67721,small,4.762173934797756
Entire home/apt,Mons,Mons,5,4,5,2,106,50.470863,3.879319,2,91277,small,4.663439094112067
Entire home/apt,Brussel,Brussel,13,4.5,6,1,121,50.837216,4.346877,3,1019022,large,4.795790545596741
Entire home/apt,Brussel,Sint-Gillis,0,NA,2,1,106,50.824067,4.350593,2,1019022,large,4.663439094112067
Entire home/apt,Brussel,Brussel,6,4.5,16,5,106,50.854284,4.347835,2,1019022,large,4.663439094112067
Entire home/apt,Halle-Vilvoorde,Asse,10,4,6,3,112,50.900182,4.181195,2,NA,NA,4.718498871295094
Entire home/apt,Brussel,Brussel,0,NA,6,2,106,50.84501,4.348124,2,1019022,large,4.663439094112067
Entire home/apt,Antwerpen,Antwerpen,4,5,4,2,106,51.206474,4.390788,1,459805,large,4.663439094112067
Entire home/apt,Ath,Ath,1,NA,3,2,112,50.631334,3.777052,2,26681,small,4.718498871295094
Entire home/apt,Mechelen,Willebroek,0,NA,5,2,117,51.076571,4.421453,1,77530,small,4.762173934797756
Entire home/apt,Veurne,Koksijde,0,NA,4,2,106,51.118429,2.636334,15,NA,NA,4.663439094112067
Entire home/apt,Veurne,De Panne,0,NA,4,2,106,51.10477,2.597275,15,NA,NA,4.663439094112067
Entire home/apt,Veurne,Koksijde,0,NA,7,3,112,51.111715,2.660959,15,NA,NA,4.718498871295094
Entire home/apt,Veurne,Koksijde,8,4.5,5,2,106,51.134162,2.686591,1,NA,NA,4.663439094112067
Entire home/apt,Veurne,Koksijde,1,NA,5,2,106,51.119709,2.631282,15,NA,NA,4.663439094112067
Entire home/apt,Veurne,Koksijde,1,NA,8,2,106,51.117975,2.626117,15,NA,NA,4.663439094112067
Entire home/apt,Ieper,Heuvelland,4,5,4,1,106,50.768575,2.784876,2,35089,small,4.663439094112067
Entire home/apt,Gent,Gavere,7,4.5,3,1,112,50.943094,3.662162,5,231493,large,4.718498871295094
Entire home/apt,Gent,Gent,21,5,2,0,124,51.049108,3.717377,5,231493,large,4.820281565605037
Entire home/apt,Gent,Gent,0,NA,2,1,109,51.055356,3.725098,1,231493,large,4.6913478822291435
Entire home/apt,Gent,Gent,1,NA,4,2,117,51.027877,3.766372,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,75,5,4,1,107,51.050392,3.719058,1,231493,large,4.672828834461906
Entire home/apt,Gent,Gent,29,4.5,2,1,106,51.047733,3.723942,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,10,5,5,3,111,51.028422,3.683405,1,231493,large,4.709530201312334
Entire home/apt,Veurne,De Panne,0,NA,7,2,117,51.098869,2.581611,2,NA,NA,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,7,4.5,4,2,115,51.347626,3.28848,3,116709,large,4.74493212836325
Entire home/apt,Gent,Gent,0,NA,2,1,105,51.039254,3.736119,1,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,41,5,6,3,124,51.060927,3.69707,2,231493,large,4.820281565605037
Entire home/apt,Oostende,Oostende,14,5,2,2,106,51.229669,2.92135,1,69011,small,4.663439094112067
Entire home/apt,Ath,Ath,10,5,4,2,115,50.62954,3.777513,1,26681,small,4.74493212836325
Entire home/apt,Oostende,Oostende,34,4.5,4,2,117,51.21644,2.880073,1,69011,small,4.762173934797756
Entire home/apt,Gent,Gent,7,4.5,4,2,112,51.066176,3.75356,1,231493,large,4.718498871295094
Entire home/apt,Brugge,Brugge,5,4.5,4,2,117,51.196608,3.23626,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,0,NA,3,2,106,51.060013,3.730681,1,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,2,1,106,51.04203,3.717553,2,231493,large,4.663439094112067
Entire home/apt,Gent,Gent,57,4.5,5,2,116,51.058364,3.721226,3,231493,large,4.7535901911063645
Entire home/apt,Brugge,Knokke-Heist,1,NA,4,2,124,51.35126,3.288282,3,116709,large,4.820281565605037
Entire home/apt,Veurne,Koksijde,0,NA,4,1,106,51.147696,2.714503,2,NA,NA,4.663439094112067
Entire home/apt,Gent,Gent,8,5,2,1,106,51.058057,3.727735,2,231493,large,4.663439094112067
Entire home/apt,Oostende,De Haan,5,5,4,2,123,51.297273,3.084532,1,69011,small,4.812184355372417
Entire home/apt,Brugge,Brugge,17,5,2,1,112,51.213932,3.208514,3,116709,large,4.718498871295094
Entire home/apt,Oostende,Oostende,99,5,4,2,112,51.222073,2.892563,2,69011,small,4.718498871295094
Entire home/apt,Brugge,Zedelgem,10,4.5,6,1,112,51.120098,3.150991,1,116709,large,4.718498871295094
Entire home/apt,Gent,Gent,3,4.5,3,1,106,51.056029,3.729859,1,231493,large,4.663439094112067
Entire home/apt,Brugge,Knokke-Heist,56,4.5,6,2,114,51.341352,3.246277,1,116709,large,4.736198448394496
Entire home/apt,Gent,Gent,2,NA,5,2,106,51.040755,3.749235,1,231493,large,4.663439094112067
Entire home/apt,Brugge,Knokke-Heist,1,NA,4,1,117,51.346121,3.286506,1,116709,large,4.762173934797756
Entire home/apt,Veurne,Koksijde,42,4.5,10,5,112,51.131937,2.749936,1,NA,NA,4.718498871295094
Entire home/apt,Gent,Gent,45,5,4,2,112,51.051606,3.725828,2,231493,large,4.718498871295094
Entire home/apt,Veurne,De Panne,19,4.5,11,4,106,51.102142,2.590295,1,NA,NA,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,2,1,105,51.054201,3.736318,1,231493,large,4.653960350157523
Entire home/apt,Gent,Gent,16,5,6,2,116,51.049974,3.729924,3,231493,large,4.7535901911063645
Entire home/apt,Gent,Gent,1,NA,2,1,105,51.036446,3.716984,1,231493,large,4.653960350157523
Entire home/apt,Kortrijk,Kuurne,9,5,4,2,106,50.874218,3.269099,1,73879,small,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,4,1,115,51.052657,3.725268,1,231493,large,4.74493212836325
Entire home/apt,Brugge,Knokke-Heist,5,4.5,4,2,117,51.352438,3.308797,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Knokke-Heist,2,NA,4,1,106,51.334031,3.238115,2,116709,large,4.663439094112067
Entire home/apt,Gent,Gent,0,NA,2,1,117,51.058963,3.725113,8,231493,large,4.762173934797756
Entire home/apt,Gent,Gavere,1,NA,3,1,112,50.943525,3.66353,5,231493,large,4.718498871295094
Entire home/apt,Veurne,Alveringem,2,NA,4,2,117,50.994277,2.648573,1,NA,NA,4.762173934797756
Entire home/apt,Brugge,Brugge,24,4.5,3,2,112,51.213387,3.223752,1,116709,large,4.718498871295094
Entire home/apt,Gent,Gent,12,5,4,2,117,51.065069,3.749713,3,231493,large,4.762173934797756
Entire home/apt,Brugge,Brugge,48,5,2,1,105,51.211097,3.219973,1,116709,large,4.653960350157523
Entire home/apt,Brugge,Brugge,1,NA,4,0,105,51.217327,3.210505,1,116709,large,4.653960350157523
Entire home/apt,Brugge,Knokke-Heist,0,NA,2,1,117,51.351532,3.293948,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,64,4.5,4,1,117,51.057919,3.708948,1,231493,large,4.762173934797756
Entire home/apt,Oostende,Bredene,0,NA,6,2,117,51.243601,2.958806,1,69011,small,4.762173934797756
Entire home/apt,Oostende,De Haan,3,5,6,3,117,51.258272,3.007494,1,69011,small,4.762173934797756
Entire home/apt,Ieper,Poperinge,7,5,4,2,124,50.829079,2.737031,1,35089,small,4.820281565605037
Entire home/apt,Gent,Gent,4,4.5,2,1,106,51.057385,3.724953,8,231493,large,4.663439094112067
Entire home/apt,Brugge,Knokke-Heist,6,4.5,2,1,116,51.353535,3.291727,1,116709,large,4.7535901911063645
Entire home/apt,Veurne,Nieuwpoort,8,4.5,6,2,106,51.154268,2.759758,1,NA,NA,4.663439094112067
Entire home/apt,Brugge,Brugge,25,5,4,2,117,51.202461,3.227475,2,116709,large,4.762173934797756
Entire home/apt,Brugge,Brugge,84,5,4,1,124,51.213096,3.228813,1,116709,large,4.820281565605037
Entire home/apt,Brugge,Brugge,53,5,7,2,116,51.206652,3.231887,2,116709,large,4.7535901911063645
Entire home/apt,Oostende,De Haan,4,5,4,2,112,51.276855,3.029309,3,69011,small,4.718498871295094
Entire home/apt,Gent,Gent,1,NA,3,0,106,51.067059,3.726908,1,231493,large,4.663439094112067
Entire home/apt,Brugge,Zedelgem,32,5,2,1,117,51.152751,3.153556,1,116709,large,4.762173934797756
Entire home/apt,Brugge,Brugge,18,5,4,2,117,51.202863,3.219627,1,116709,large,4.762173934797756
Entire home/apt,Oostende,Oostende,41,5,6,2,112,51.222339,2.891768,1,69011,small,4.718498871295094
Entire home/apt,Gent,Merelbeke,8,5,5,2,113,51.011901,3.750026,1,231493,large,4.727387818712341
Entire home/apt,Brugge,Oostkamp,20,5,4,2,112,51.155654,3.233662,1,116709,large,4.718498871295094
Entire home/apt,Gent,Gent,6,5,2,1,117,51.056983,3.727126,8,231493,large,4.762173934797756
Entire home/apt,Brugge,Brugge,23,5,2,0,105,51.205515,3.219937,2,116709,large,4.653960350157523
Entire home/apt,Brugge,Brugge,31,4.5,2,1,105,51.203553,3.229629,3,116709,large,4.653960350157523
Entire home/apt,Gent,Gent,21,4.5,6,2,117,51.055795,3.75596,1,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,13,4.5,5,0,115,51.052887,3.712666,7,231493,large,4.74493212836325
Entire home/apt,Gent,Gent,8,5,6,3,105,51.069309,3.758054,2,231493,large,4.653960350157523
Entire home/apt,Oudenaarde,Oudenaarde,28,5,6,2,112,50.850768,3.592359,2,27935,small,4.718498871295094
Entire home/apt,Gent,Gent,3,4.5,2,1,117,51.052068,3.726404,2,231493,large,4.762173934797756
Entire home/apt,Brugge,Brugge,3,5,4,2,119,51.207792,3.231609,1,116709,large,4.77912349311153
Entire home/apt,Brugge,Brugge,25,5,6,2,124,51.209353,3.23501,1,116709,large,4.820281565605037
Entire home/apt,Gent,Gent,49,4.5,4,1,116,51.053668,3.722584,1,231493,large,4.7535901911063645
Entire home/apt,Gent,Aalter,10,5,6,2,106,51.050703,3.46198,1,231493,large,4.663439094112067
Entire home/apt,Brugge,Brugge,23,5,2,0,105,51.204782,3.219806,2,116709,large,4.653960350157523
Entire home/apt,Oudenaarde,Oudenaarde,7,4.5,7,3,116,50.847907,3.689545,1,27935,small,4.7535901911063645
Entire home/apt,Gent,Gent,20,5,2,1,117,51.056731,3.717177,2,231493,large,4.762173934797756
Entire home/apt,Gent,Gent,9,5,4,2,116,51.057368,3.718028,1,231493,large,4.7535901911063645
Entire home/apt,Brugge,Brugge,13,5,4,2,117,51.185604,3.213781,1,116709,large,4.762173934797756
Entire home/apt,Gent,Gent,93,4.5,2,0,113,51.046575,3.720503,1,231493,large,4.727387818712341
Entire home/apt,Tournai,Tournai,10,5,2,0,106,50.604548,3.367153,1,67721,small,4.663439094112067
Entire home/apt,Brugge,Brugge,44,4.5,2,0,116,51.205328,3.230788,3,116709,large,4.7535901911063645
Entire home/apt,Oostende,De Haan,61,4.5,6,3,117,51.26701,3.033537,1,69011,small,4.762173934797756
Entire home/apt,Brugge,Brugge,72,4.5,6,2,124,51.329004,3.178941,1,116709,large,4.820281565605037
Entire home/apt,Gent,Gent,146,5,6,2,119,51.058088,3.727136,1,231493,large,4.77912349311153
Entire home/apt,Kortrijk,Kortrijk,95,5,10,5,116,50.838013,3.265377,1,73879,small,4.7535901911063645
Entire home/apt,Brugge,Brugge,160,5,4,2,106,51.209823,3.232524,1,116709,large,4.663439094112067
Entire home/apt,Namur,Namur,6,5,6,3,106,50.431111,4.852941,1,106284,large,4.663439094112067
Entire home/apt,Thuin,Merbes-le-Château,0,NA,2,1,117,50.316371,4.216565,1,NA,NA,4.762173934797756
Entire home/apt,Thuin,Binche,4,4.5,9,4,117,50.412292,4.178635,1,NA,NA,4.762173934797756
Entire home/apt,Philippeville,Viroinval,7,4.5,8,3,117,50.100396,4.695786,2,NA,NA,4.762173934797756
Entire home/apt,Philippeville,Viroinval,16,4.5,8,3,117,50.075063,4.607508,1,NA,NA,4.762173934797756
Entire home/apt,Namur,Namur,15,5,4,1,106,50.473209,4.869096,1,106284,large,4.663439094112067
Entire home/apt,Nivelles,Chastre,11,4,6,3,112,50.595968,4.607057,2,24149,small,4.718498871295094
Entire home/apt,Namur,Namur,5,5,4,2,106,50.462028,4.867308,1,106284,large,4.663439094112067
Entire home/apt,Dinant,Dinant,0,NA,12,5,124,50.233653,4.903179,2,NA,NA,4.820281565605037
Entire home/apt,Dinant,Dinant,18,4,5,2,106,50.262032,4.91027,2,NA,NA,4.663439094112067
Entire home/apt,Dinant,Beauraing,3,4.5,6,3,106,50.094977,5.045805,1,NA,NA,4.663439094112067
Entire home/apt,Namur,Ohey,6,3.5,2,1,116,50.460045,5.169117,6,106284,large,4.7535901911063645
Entire home/apt,Marche-en-Famenne,Durbuy,16,4.5,4,2,122,50.379737,5.480411,1,16856,small,4.804021044733257
Entire home/apt,Dinant,Dinant,10,4.5,5,4,112,50.261527,4.90743,1,NA,NA,4.718498871295094
Entire home/apt,Namur,Namur,0,NA,4,2,117,50.458373,4.875429,1,106284,large,4.762173934797756
Entire home/apt,Marche-en-Famenne,La Roche-en-Ardenne,0,NA,4,1,112,50.172999,5.588706,1,16856,small,4.718498871295094
Entire home/apt,Dinant,Beauraing,0,NA,9,3,115,50.081429,5.035993,4,NA,NA,4.74493212836325
Entire home/apt,Namur,Gesves,2,NA,2,0,106,50.414812,5.071129,2,106284,large,4.663439094112067
Entire home/apt,Dinant,Hastière,9,5,8,3,124,50.21257,4.843956,1,NA,NA,4.820281565605037
Entire home/apt,Dinant,Dinant,24,4.5,4,2,106,50.257777,4.914075,1,NA,NA,4.663439094112067
Entire home/apt,Mons,Mons,0,NA,2,0,124,50.458403,3.951979,8,91277,small,4.820281565605037
