room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,rooms_per_host,population,city_size,log_price
Shared room,Gent,Gent,9,4.5,2,1,59,51.034197,3.714149,1,231493,large,4.07753744390572
Shared room,Brussel,Schaarbeek,2,NA,2,1,53,50.869153,4.384435,1,1019022,large,3.970291913552122
Shared room,Brussel,Elsene,12,4,2,1,46,50.828293,4.37659,1,1019022,large,3.828641396489095
Shared room,Oostende,Middelkerke,19,4.5,4,1,56,51.1905,2.822373,1,69011,small,4.02535169073515
Shared room,Brussel,Anderlecht,5,5,2,1,47,50.839715,4.33385,3,1019022,large,3.8501476017100584
Shared room,Brussel,Koekelberg,28,5,4,1,60,50.859097,4.336969,1,1019022,large,4.0943445622221
Shared room,Gent,Gent,2,NA,2,1,41,51.055076,3.746806,1,231493,large,3.713572066704308
Shared room,Brussel,Elsene,13,4,2,1,36,50.814246,4.384256,2,1019022,large,3.58351893845611
Shared room,Verviers,Baelen,2,NA,8,1,18,50.633197,5.950236,2,52824,small,2.8903717578961645
Shared room,Brussel,Etterbeek,57,4.5,3,1,38,50.837711,4.394056,1,1019022,large,3.6375861597263857
Shared room,Tournai,Brunehaut,1,NA,4,1,14,50.517705,3.384048,4,67721,small,2.6390573296152584
Shared room,Brussel,Etterbeek,0,NA,2,1,37,50.827489,4.384322,1,1019022,large,3.6109179126442243
Shared room,Gent,Gent,143,5,2,1,28,51.03783,3.714062,1,231493,large,3.332204510175204
Shared room,Arlon,Arlon,0,NA,1,1,177,49.686412,5.830874,1,26179,small,5.176149732573829
Shared room,Kortrijk,Waregem,1,NA,4,1,147,50.876171,3.401739,1,73879,small,4.990432586778736
Shared room,Antwerpen,Boom,3,4.5,2,1,177,51.093157,4.380444,2,459805,large,5.176149732573829
Shared room,Verviers,Büllingen,0,NA,2,1,129,50.406102,6.264116,11,52824,small,4.859812404361672
Shared room,Verviers,Büllingen,0,NA,2,1,140,50.40801,6.262573,11,52824,small,4.941642422609304
Shared room,Gent,Gent,9,5,2,1,141,51.051145,3.746296,5,231493,large,4.948759890378168
Shared room,Brussel,Sint-Jans-Molenbeek,0,NA,5,1,136,50.861776,4.342785,1,1019022,large,4.912654885736052
Shared room,Leuven,Rotselaar,1,NA,2,1,132,50.978064,4.69259,1,92892,small,4.882801922586371
Shared room,Brugge,Jabbeke,0,NA,1,1,117,51.18761,3.144082,1,116709,large,4.762173934797756
Shared room,Ath,Ath,0,NA,6,1,106,50.628326,3.685758,1,26681,small,4.663439094112067
Shared room,Leuven,Leuven,3,5,1,1,116,50.878261,4.713825,1,92892,small,4.7535901911063645
Shared room,Tongeren,Voeren,13,4.5,2,1,106,50.756546,5.718163,8,29816,small,4.663439094112067
Shared room,Leuven,Leuven,4,5,2,1,117,50.881494000000004,4.691884,6,92892,small,4.762173934797756
Shared room,Brussel,Anderlecht,0,NA,1,1,95,50.838564,4.33206,1,1019022,large,4.553876891600541
Shared room,Turnhout,Kasterlee,3,5,4,1,95,51.228119,4.930936,2,39654,small,4.553876891600541
Shared room,Brussel,Vorst,0,NA,1,1,89,50.818697,4.341872,1,1019022,large,4.48863636973214
Shared room,Brussel,Brussel,0,NA,2,1,90,50.898311,4.336556,1,1019022,large,4.499809670330265
Shared room,Antwerpen,Antwerpen,22,4,10,1,99,51.200558,4.433329,9,459805,large,4.59511985013459
Shared room,Brugge,Brugge,6,4.5,4,1,95,51.203088,3.244146,1,116709,large,4.553876891600541
Shared room,Dinant,Dinant,0,NA,2,1,89,50.257686,4.91404,1,NA,NA,4.48863636973214
Shared room,Nivelles,Hélécine,1,NA,6,1,100,50.745111,4.934819,2,24149,small,4.605170185988092
Shared room,Tongeren,Lanaken,0,NA,2,1,79,50.877988,5.633104,1,29816,small,4.3694478524670215
Shared room,Brussel,Sint-Gillis,0,NA,2,1,70,50.827729,4.347191,1,1019022,large,4.248495242049359
Shared room,Brussel,Elsene,0,NA,2,1,65,50.824599,4.365674,1,1019022,large,4.174387269895637
Shared room,Brussel,Brussel,0,NA,1,1,68,50.845692,4.360315,1,1019022,large,4.219507705176107
Shared room,Antwerpen,Antwerpen,1,NA,4,1,71,51.209321,4.405143,1,459805,large,4.2626798770413155
Shared room,Leuven,Leuven,2,NA,1,1,82,50.874569,4.695641,1,92892,small,4.406719247264253
Shared room,Verviers,Plombières,11,4.5,3,1,70,50.723447,5.920079,4,52824,small,4.248495242049359
Shared room,Antwerpen,Antwerpen,15,3.5,16,1,71,51.199798,4.432769,9,459805,large,4.2626798770413155
Shared room,Antwerpen,Antwerpen,0,NA,16,1,71,51.199858,4.431762,9,459805,large,4.2626798770413155
Shared room,Brussel,Ukkel,0,NA,2,1,82,50.803101,4.330031,1,1019022,large,4.406719247264253
Shared room,Mechelen,Mechelen,5,5,2,1,64,51.018214,4.475771,3,77530,small,4.1588830833596715
Shared room,Namur,Gembloux,1,NA,6,1,64,50.562263,4.693185,1,106284,large,4.1588830833596715
Shared room,Brussel,Elsene,2,NA,1,1,82,50.82832,4.366101,1,1019022,large,4.406719247264253
Shared room,Brussel,Sint-Gillis,0,NA,1,1,47,50.832628,4.341818,2,1019022,large,3.8501476017100584
Shared room,Brussel,Watermaal-Bosvoorde,2,NA,2,1,46,50.813049,4.392019,2,1019022,large,3.828641396489095
Shared room,Liège,Beyne-Heusay,1,NA,3,1,47,50.626016,5.669507,1,182597,large,3.8501476017100584
Shared room,Brussel,Etterbeek,0,NA,2,1,47,50.840268,4.398018,1,1019022,large,3.8501476017100584
Shared room,Oostende,Oostende,1,NA,4,1,59,51.227985,2.909811,1,69011,small,4.07753744390572
Shared room,Halle-Vilvoorde,Kraainem,0,NA,2,1,53,50.861061,4.462216,2,NA,NA,3.970291913552122
Shared room,Mechelen,Willebroek,2,NA,4,1,59,51.058433,4.375601,5,77530,small,4.07753744390572
Shared room,Liège,Liège,2,NA,2,1,53,50.626256,5.591142,1,182597,large,3.970291913552122
Shared room,Gent,Gent,1,NA,1,1,42,51.071604,3.738945,2,231493,large,3.7376696182833684
Shared room,Virton,Chiny,0,NA,4,1,53,49.692007,5.376605,1,NA,NA,3.970291913552122
Shared room,Turnhout,Mol,1,NA,4,1,47,51.191173,5.117984,3,39654,small,3.8501476017100584
Shared room,Brussel,Schaarbeek,0,NA,2,1,47,50.850668,4.394058,1,1019022,large,3.8501476017100584
Shared room,Brussel,Sint-Lambrechts-Woluwe,0,NA,1,1,53,50.84691,4.41669,1,1019022,large,3.970291913552122
Shared room,Antwerpen,Niel,3,4.5,10,1,41,51.102641,4.350545,4,459805,large,3.713572066704308
Shared room,Verviers,Theux,2,NA,2,1,44,50.487375,5.833757,1,52824,small,3.784189633918261
Shared room,Mechelen,Willebroek,0,NA,2,1,58,51.059127,4.381346,2,77530,small,4.060443010546419
Shared room,Antwerpen,Niel,2,NA,4,1,47,51.102596,4.356281,4,459805,large,3.8501476017100584
Shared room,Brussel,Brussel,14,5,2,1,53,50.845459,4.351837,1,1019022,large,3.970291913552122
Shared room,Tongeren,Voeren,14,4,2,1,47,50.756035,5.718123,8,29816,small,3.8501476017100584
Shared room,Mechelen,Willebroek,1,NA,4,1,41,51.080782,4.398912,1,77530,small,3.713572066704308
Shared room,Nivelles,Rixensart,4,4.5,2,1,44,50.709505,4.53497,1,24149,small,3.784189633918261
Shared room,Mons,Mons,0,NA,2,1,43,50.470363,3.917261,1,91277,small,3.7612001156935624
Shared room,Oostende,Middelkerke,12,4.5,2,1,41,51.188765,2.817301,1,69011,small,3.713572066704308
Shared room,Brussel,Elsene,0,NA,2,1,59,50.822804,4.380201,1,1019022,large,4.07753744390572
Shared room,Brussel,Brussel,56,4,2,1,47,50.841167,4.344604,1,1019022,large,3.8501476017100584
Shared room,Brussel,Sint-Pieters-Woluwe,7,5,3,1,47,50.829286,4.412258,3,1019022,large,3.8501476017100584
Shared room,Antwerpen,Antwerpen,9,4.5,2,1,53,51.220199,4.400481,1,459805,large,3.970291913552122
Shared room,Mechelen,Mechelen,20,4.5,4,1,59,51.00975,4.492005,1,77530,small,4.07753744390572
Shared room,Brussel,Sint-Lambrechts-Woluwe,7,4,1,1,30,50.852141,4.438252,1,1019022,large,3.4011973816621555
Shared room,Brussel,Sint-Agatha-Berchem,1,NA,2,1,34,50.864971,4.29354,5,1019022,large,3.5263605246161616
Shared room,Brussel,Sint-Gillis,8,4.5,1,1,18,50.825195,4.34816,3,1019022,large,2.8903717578961645
Shared room,Brussel,Brussel,10,4.5,1,1,30,50.833097,4.354398,1,1019022,large,3.4011973816621555
Shared room,Brussel,Schaarbeek,0,NA,1,1,30,50.854061,4.399657,1,1019022,large,3.4011973816621555
Shared room,Halle-Vilvoorde,Kraainem,5,5,5,1,41,50.862168,4.46385,2,NA,NA,3.713572066704308
Shared room,Verviers,Spa,0,NA,1,1,11,50.492239,5.864973,1,52824,small,2.3978952727983707
Shared room,Tongeren,Lanaken,3,5,1,1,35,50.88294,5.607594,2,29816,small,3.5553480614894135
Shared room,Brussel,Elsene,1,NA,1,1,35,50.820563,4.377984,1,1019022,large,3.5553480614894135
Shared room,Brussel,Elsene,12,4,1,1,26,50.828198,4.36876,3,1019022,large,3.258096538021482
Shared room,Soignies,Soignies,1,NA,1,1,22,50.572223,4.072722,2,24869,small,3.091042453358316
Shared room,Brussel,Brussel,0,NA,2,1,40,50.849488,4.346491,2,1019022,large,3.6888794541139363
Shared room,Gent,Gent,14,4.5,16,1,23,51.047007,3.702596,1,231493,large,3.1354942159291497
Shared room,Leuven,Leuven,2,NA,6,1,39,50.88173,4.698613,1,92892,small,3.6635616461296463
Shared room,Brussel,Vorst,15,5,1,1,30,50.810707,4.325516,2,1019022,large,3.4011973816621555
Shared room,Brussel,Brussel,0,NA,1,1,40,50.849088,4.345572,2,1019022,large,3.6888794541139363
Shared room,Antwerpen,Antwerpen,15,3.5,3,1,35,51.232425,4.424612,1,459805,large,3.5553480614894135
Shared room,Antwerpen,Antwerpen,13,5,2,1,31,51.22153,4.436017,1,459805,large,3.4339872044851463
Shared room,Brussel,Etterbeek,66,4.5,2,1,24,50.830768,4.399746,2,1019022,large,3.1780538303479458
Shared room,Aalst,Denderleeuw,0,NA,10,1,11,50.892246,4.07883,3,77534,small,2.3978952727983707
Shared room,Verviers,Welkenraedt,1,NA,2,1,18,50.658943,5.968254,1,52824,small,2.8903717578961645
Shared room,Brussel,Sint-Lambrechts-Woluwe,0,NA,2,1,26,50.848244,4.410366,1,1019022,large,3.258096538021482
Shared room,Brussel,Evere,4,4,1,1,23,50.877402,4.401827,15,1019022,large,3.1354942159291497
Shared room,Brussel,Elsene,0,NA,2,1,23,50.825696,4.377366,1,1019022,large,3.1354942159291497
Shared room,Brussel,Evere,15,4,1,1,19,50.879314,4.402166,15,1019022,large,2.9444389791664403
Shared room,Brussel,Oudergem,75,4.5,5,1,39,50.815522,4.419757,3,1019022,large,3.6635616461296463
Shared room,Brussel,Evere,4,4.5,1,1,19,50.877342,4.401442,15,1019022,large,2.9444389791664403
Shared room,Brussel,Evere,0,NA,1,1,19,50.879197,4.403794,15,1019022,large,2.9444389791664403
Shared room,Brussel,Schaarbeek,4,4,2,1,26,50.857654,4.380993,2,1019022,large,3.258096538021482
Shared room,Brussel,Evere,5,4.5,1,1,19,50.877674,4.401905,15,1019022,large,2.9444389791664403
Shared room,Oudenaarde,Horebeke,4,4.5,3,1,24,50.834343,3.69184,2,27935,small,3.1780538303479458
Shared room,Brussel,Oudergem,15,5,1,1,22,50.81878,4.402996,1,1019022,large,3.091042453358316
Shared room,Brussel,Schaarbeek,4,5,2,1,24,50.857452,4.383156,2,1019022,large,3.1780538303479458
Shared room,Brussel,Watermaal-Bosvoorde,0,NA,1,1,30,50.810999,4.392969,1,1019022,large,3.4011973816621555
Entire home/apt,Brussel,Brussel,3,3.5,4,1,125,50.848903,4.354452,64,1019022,large,4.8283137373023015
Entire home/apt,Brussel,Sint-Pieters-Woluwe,16,4.5,5,3,136,50.838982,4.452012,1,1019022,large,4.912654885736052
Entire home/apt,Brussel,Elsene,0,NA,4,1,133,50.837394,4.361745,1,1019022,large,4.890349128221754
Entire home/apt,Brussel,Sint-Gillis,12,4.5,4,2,115,50.83318,4.351842,1,1019022,large,4.74493212836325
Entire home/apt,Arlon,Aubange,2,NA,4,2,106,49.562024,5.83596,1,26179,small,4.663439094112067
Entire home/apt,Brussel,Sint-Lambrechts-Woluwe,0,NA,4,1,105,50.849244,4.413822,1,1019022,large,4.653960350157523
Entire home/apt,Halle-Vilvoorde,Kraainem,0,NA,4,1,124,50.821886,4.482307,1,NA,NA,4.820281565605037
Entire home/apt,Brussel,Brussel,5,5,4,0,89,50.832191,4.35716,1,1019022,large,4.48863636973214
Entire home/apt,Veurne,De Panne,0,NA,4,1,82,51.100816,2.590514,1,NA,NA,4.406719247264253
Entire home/apt,Oostende,Oostende,0,NA,4,2,100,51.228296,2.908157,1,69011,small,4.605170185988092
Entire home/apt,Arlon,Arlon,1,NA,6,2,65,49.68367,5.814868,2,26179,small,4.174387269895637
Entire home/apt,Brussel,Brussel,8,5,6,2,70,50.840863,4.351242,1,1019022,large,4.248495242049359
Entire home/apt,Brussel,Brussel,3,5,4,1,76,50.840932,4.350927,2,1019022,large,4.330733340286331
Entire home/apt,Brussel,Elsene,0,NA,4,1,59,50.831829,4.369101,1,1019022,large,4.07753744390572
Entire home/apt,Gent,Destelbergen,0,NA,3,2,62,51.05422,3.820902,1,231493,large,4.127134385045092
Entire home/apt,Brussel,Elsene,1,NA,3,1,59,50.830583,4.367367,1,1019022,large,4.07753744390572
Entire home/apt,Brussel,Elsene,0,NA,4,1,47,50.828589,4.372009,1,1019022,large,3.8501476017100584
Entire home/apt,Brussel,Brussel,10,5,4,1,59,50.835944,4.350256,1,1019022,large,4.07753744390572
Entire home/apt,Brussel,Brussel,0,NA,4,1,49,50.831742,4.357675,1,1019022,large,3.8918202981106265
Entire home/apt,Brussel,Brussel,0,NA,3,1,59,50.838549,4.348984,1,1019022,large,4.07753744390572
Entire home/apt,Brussel,Brussel,2,NA,3,1,59,50.834492,4.352024,1,1019022,large,4.07753744390572
Entire home/apt,Brussel,Elsene,4,5,4,1,49,50.838426,4.364814,1,1019022,large,3.8918202981106265
Entire home/apt,Brussel,Vorst,0,NA,8,0,1120,50.823844,4.330355,2,1019022,large,7.02108396428914
Entire home/apt,Namur,Gembloux,1,NA,16,10,1061,50.530177,4.717067,5,106284,large,6.966967138613983
Entire home/apt,Neufchâteau,Libramont-Chevigny,0,NA,15,6,872,49.917358,5.459317,1,NA,NA,6.77078942390898
Entire home/apt,Waremme,Geer,0,NA,16,10,866,50.644895,5.204558,1,NA,NA,6.763884908562435
Entire home/apt,Liège,Visé,19,4.5,16,10,825,50.713357,5.694234,9,182597,large,6.715383386334681
Entire home/apt,Verviers,Sankt Vith,0,NA,16,8,884,50.303706,6.039152,2,52824,small,6.784457062637643
Entire home/apt,Brussel,Brussel,0,NA,2,1,1002,50.876751,4.380564,1,1019022,large,6.90975328164481
Entire home/apt,Verviers,Thimister-Clermont,1,NA,14,7,1002,50.680261,5.855802,3,52824,small,6.90975328164481
Entire home/apt,Neufchâteau,Libin,8,5,15,9,814,50.005789,5.159466,1,NA,NA,6.70196036600254
Entire home/apt,Verviers,Malmedy,0,NA,5,3,630,50.422484,5.996326,1,52824,small,6.4457198193855785
Entire home/apt,Brugge,Knokke-Heist,0,NA,12,5,530,51.342946,3.292625,2,116709,large,6.272877006546167
Entire home/apt,Verviers,Stavelot,0,NA,16,4,708,50.441201,5.974955,1,52824,small,6.56244409369372
Entire home/apt,Antwerpen,Antwerpen,56,5,12,6,531,51.20914,4.413268,1,459805,large,6.274762021241939
Entire home/apt,Verviers,Dison,19,4.5,16,8,530,50.595605,5.857865,1,52824,small,6.272877006546167
Entire home/apt,Dinant,Gedinne,0,NA,16,9,589,50.011889,4.962986,3,NA,NA,6.3784261836515865
Entire home/apt,Brussel,Sint-Jans-Molenbeek,0,NA,16,4,708,50.858012,4.345079,1,1019022,large,6.56244409369372
Entire home/apt,Kortrijk,Zwevegem,3,4.5,16,5,530,50.808415,3.347224,1,73879,small,6.272877006546167
Entire home/apt,Verviers,Limbourg,0,NA,4,2,708,50.612679,5.939691,1,52824,small,6.56244409369372
Entire home/apt,Antwerpen,Rumst,0,NA,6,3,589,51.109465,4.378446,1,459805,large,6.3784261836515865
Entire home/apt,Verviers,Spa,4,4.5,9,6,613,50.50197,5.885104,1,52824,small,6.418364935936212
Entire home/apt,Antwerpen,Boom,0,NA,2,1,589,51.086862000000004,4.36533,1,459805,large,6.3784261836515865
Entire home/apt,Verviers,Stavelot,15,5,16,10,589,50.392608,5.88571,9,52824,small,6.3784261836515865
Entire home/apt,Oudenaarde,Maarkedal,8,5,16,8,588,50.812155,3.626481,1,27935,small,6.376726947898627
Entire home/apt,Antwerpen,Boom,0,NA,4,2,589,51.088169,4.370518,1,459805,large,6.3784261836515865
Entire home/apt,Ieper,Heuvelland,11,4.5,16,3,648,50.757527,2.785534,1,35089,small,6.473890696352274
Entire home/apt,Mechelen,Willebroek,0,NA,2,1,565,51.081897,4.379755,1,77530,small,6.336825731146441
Entire home/apt,Namur,Fernlemont,8,5,16,7,648,50.520984,4.975695,1,106284,large,6.473890696352274
Entire home/apt,Marche-en-Famenne,La Roche-en-Ardenne,0,NA,11,4,342,50.136686,5.622565,3,16856,small,5.834810737062605
Entire home/apt,Marche-en-Famenne,Rendeux,1,NA,14,4,459,50.21672,5.475512,3,16856,small,6.129050210060545
Entire home/apt,Namur,Mettet,26,4.5,15,6,353,50.284422,4.742164,1,106284,large,5.8664680569332965
Entire home/apt,Brugge,Knokke-Heist,0,NA,12,6,353,51.354357,3.301101,1,116709,large,5.8664680569332965
Entire home/apt,Leuven,Lubbeek,34,4.5,10,5,324,50.870817,4.794734,2,92892,small,5.780743515792329
Entire home/apt,Brugge,Knokke-Heist,3,4.5,8,4,383,51.342652,3.259233,1,116709,large,5.948034989180646
Entire home/apt,Verviers,Thimister-Clermont,1,NA,6,2,413,50.654168,5.868424,1,52824,small,6.023447592961033
Entire home/apt,Dinant,Dinant,1,NA,16,2,388,50.263248,4.904617,5,NA,NA,5.961005339623274
Entire home/apt,Tongeren,Voeren,4,4,16,10,324,50.732772,5.879099,2,29816,small,5.780743515792329
Entire home/apt,Brugge,Blankenberge,5,5,10,4,330,51.314384,3.132303,1,116709,large,5.799092654460526
Entire home/apt,Antwerpen,Antwerpen,24,5,13,5,413,51.194673,4.420456,7,459805,large,6.023447592961033
Entire home/apt,Brugge,Brugge,0,NA,3,1,413,51.205366,3.226439,2,116709,large,6.023447592961033
Entire home/apt,Dinant,Vresse-sur-Semois,0,NA,16,10,401,49.891571,4.906484,1,NA,NA,5.993961427306569
Entire home/apt,Sint-Niklaas,Sint-Niklaas,6,5,16,7,483,51.173704,4.031496,1,69010,small,6.180016653652572
Entire home/apt,Neufchâteau,Bertrix,0,NA,15,7,211,49.911153,5.193984,1,NA,NA,5.351858133476067
Entire home/apt,Dinant,Beauraing,0,NA,8,3,260,50.107116,4.956376,1,NA,NA,5.560681631015528
Entire home/apt,Neufchâteau,Libramont-Chevigny,0,NA,6,3,227,49.921255,5.344006,2,NA,NA,5.424950017481403
Entire home/apt,Marche-en-Famenne,Nassogne,1,NA,15,6,272,50.135224,5.293025,4,16856,small,5.605802066295998
Entire home/apt,Neufchâteau,Tellin,3,4.5,6,3,212,50.073723,5.303723,1,NA,NA,5.356586274672012
Entire home/apt,Ieper,Zonnebeke,0,NA,4,2,236,50.857194,2.956825,1,35089,small,5.4638318050256105
Entire home/apt,Brussel,Brussel,0,NA,6,3,271,50.845921,4.386306,1,1019022,large,5.602118820879701
Entire home/apt,Brussel,Watermaal-Bosvoorde,0,NA,5,2,236,50.811146,4.403452,1,1019022,large,5.4638318050256105
Entire home/apt,Brugge,Knokke-Heist,6,5,4,2,235,51.353781,3.291818,1,116709,large,5.459585514144159
Entire home/apt,Brugge,Knokke-Heist,0,NA,6,3,236,51.352036,3.290216,2,116709,large,5.4638318050256105
Entire home/apt,Brugge,Knokke-Heist,8,4.5,6,3,218,51.352461,3.292456,1,116709,large,5.384495062789089
Entire home/apt,Brugge,Brugge,0,NA,3,1,260,51.20511,3.226418,2,116709,large,5.560681631015528
Entire home/apt,Brussel,Sint-Lambrechts-Woluwe,0,NA,6,3,236,50.851528,4.4201,6,1019022,large,5.4638318050256105
Entire home/apt,Brussel,Brussel,0,NA,4,1,224,50.826112,4.358769,26,1019022,large,5.4116460518550396
Entire home/apt,Marche-en-Famenne,Durbuy,1,NA,8,2,247,50.350902,5.572357,6,16856,small,5.5093883366279774
Shared room,Brussel,Schaarbeek,0,NA,2,1,76,50.858957,4.38076,1,1019022,large,4.330733340286331
Shared room,Antwerpen,Antwerpen,5,4.5,16,1,68,51.195042,4.41447,9,459805,large,4.219507705176107
Shared room,Antwerpen,Antwerpen,4,4,16,1,78,51.20128,4.433282,9,459805,large,4.356708826689592
Shared room,Brugge,Knokke-Heist,1,NA,12,1,76,51.339016,3.273554,1,116709,large,4.330733340286331
Shared room,Antwerpen,Boom,0,NA,2,1,77,51.088256,4.366107,1,459805,large,4.343805421853684
Entire home/apt,Brussel,Brussel,20,5,9,3,265,50.854046,4.346502,6,1019022,large,5.579729825986222
Entire home/apt,Dinant,Beauraing,13,5,13,6,236,50.061468,4.977648,1,NA,NA,5.4638318050256105
Entire home/apt,Brugge,Brugge,0,NA,2,1,236,51.206847,3.264714,1,116709,large,5.4638318050256105
Entire home/apt,Marche-en-Famenne,La Roche-en-Ardenne,18,5,8,3,212,50.153155,5.636988,1,16856,small,5.356586274672012
Entire home/apt,Antwerpen,Antwerpen,0,NA,8,4,271,51.228461,4.414189,1,459805,large,5.602118820879701
Entire home/apt,Brussel,Etterbeek,0,NA,8,3,212,50.82626,4.384447,34,1019022,large,5.356586274672012
Entire home/apt,Antwerpen,Antwerpen,2,NA,5,2,230,51.196495,4.405821,2,459805,large,5.438079308923196
Entire home/apt,Halle-Vilvoorde,Kraainem,0,NA,6,3,265,50.833077,4.478627,1,NA,NA,5.579729825986222
Entire home/apt,Brussel,Elsene,0,NA,4,1,201,50.836995,4.364447,1,1019022,large,5.303304908059076
Entire home/apt,Veurne,Koksijde,0,NA,6,3,201,51.141665,2.707545,1,NA,NA,5.303304908059076
Entire home/apt,Veurne,De Panne,0,NA,8,3,188,51.102102,2.587909,7,NA,NA,5.236441962829949
Entire home/apt,Oostende,De Haan,4,4.5,8,4,201,51.284065,3.04715,1,69011,small,5.303304908059076
Entire home/apt,Liège,Visé,2,NA,6,3,188,50.737556,5.710709,1,182597,large,5.236441962829949
Entire home/apt,Brussel,Brussel,4,5,3,2,188,50.854815,4.346595,1,1019022,large,5.236441962829949
Entire home/apt,Verviers,Stoumont,34,4.5,9,5,203,50.412017,5.809249,2,52824,small,5.313205979041787
Entire home/apt,Nivelles,Braine-le-Château,11,4.5,10,3,206,50.671579,4.27566,1,24149,small,5.327876168789581
Entire home/apt,Gent,De Pinte,0,NA,6,3,141,50.995952,3.657405,1,231493,large,4.948759890378168
Entire home/apt,Veurne,Koksijde,14,5,4,2,130,51.150652,2.72166,1,NA,NA,4.867534450455582
Entire home/apt,Moeskroen,Comines-Warneton,0,NA,8,3,141,50.706715,2.891512,3,52069,small,4.948759890378168
Entire home/apt,Brugge,Brugge,1,NA,4,2,133,51.224086,3.239696,1,116709,large,4.890349128221754
Entire home/apt,Verviers,Plombières,2,NA,7,2,140,50.723504,5.919568,1,52824,small,4.941642422609304
Entire home/apt,Verviers,Herve,1,NA,3,2,141,50.62842,5.846295,1,52824,small,4.948759890378168
Entire home/apt,Brugge,Brugge,48,4,4,2,141,51.216702,3.220674,1,116709,large,4.948759890378168
Entire home/apt,Dinant,Houyet,13,4.5,8,4,136,50.156225,5.025612,1,NA,NA,4.912654885736052
Entire home/apt,Antwerpen,Antwerpen,0,NA,2,1,136,51.212992,4.404286,2,459805,large,4.912654885736052
Entire home/apt,Neufchâteau,Léglise,2,NA,5,2,117,49.786043,5.484158,1,NA,NA,4.762173934797756
Entire home/apt,Liège,Liège,5,4.5,4,2,116,50.634075,5.585127,1,182597,large,4.7535901911063645
Entire home/apt,Arlon,Arlon,0,NA,6,3,106,49.702715,5.747088,1,26179,small,4.663439094112067
Entire home/apt,Arlon,Attert,3,5,7,2,106,49.751143,5.763174,1,26179,small,4.663439094112067
Entire home/apt,Gent,Gent,36,4.5,5,1,111,51.036875,3.735103,2,231493,large,4.709530201312334
Entire home/apt,Veurne,Koksijde,13,4.5,6,2,123,51.134177,2.676692,1,NA,NA,4.812184355372417
Entire home/apt,Gent,Gent,22,4.5,2,1,106,51.051751,3.725645,3,231493,large,4.663439094112067
Entire home/apt,Liège,Liège,5,5,4,2,112,50.680061,5.543188,1,182597,large,4.718498871295094
Entire home/apt,Verviers,Spa,0,NA,4,1,116,50.493026,5.866402,1,52824,small,4.7535901911063645
Entire home/apt,Soignies,Braine-le-Comte,0,NA,2,0,106,50.636662,4.202397,1,24869,small,4.663439094112067
Entire home/apt,Brussel,Sint-Gillis,0,NA,4,2,117,50.839907,4.336853,1,1019022,large,4.762173934797756
Entire home/apt,Brussel,Sint-Gillis,10,5,2,2,116,50.83074,4.355156,2,1019022,large,4.7535901911063645
Entire home/apt,Brussel,Brussel,0,NA,4,0,106,50.889061,4.334421,1,1019022,large,4.663439094112067
Entire home/apt,Maaseik,Meeuwen-Gruitrode,0,NA,8,3,112,51.069844,5.528472,1,23684,small,4.718498871295094
Entire home/apt,Brussel,Anderlecht,0,NA,5,3,117,50.82596,4.292488,1,1019022,large,4.762173934797756
Shared room,Brussel,Evere,1,NA,1,1,19,50.879336,4.403286,15,1019022,large,2.9444389791664403
Shared room,Brussel,Evere,2,NA,1,1,19,50.877529,4.402097,15,1019022,large,2.9444389791664403
Shared room,Brussel,Brussel,2,NA,2,1,18,50.897435,4.396816,1,1019022,large,2.8903717578961645
Shared room,Brussel,Evere,16,4.5,1,1,19,50.877387,4.403288,15,1019022,large,2.9444389791664403
Shared room,Halle-Vilvoorde,Kraainem,6,5,2,1,30,50.837286,4.468677,1,NA,NA,3.4011973816621555
Shared room,Brussel,Evere,0,NA,1,1,19,50.87749,4.402089,15,1019022,large,2.9444389791664403
Shared room,Brussel,Etterbeek,33,5,2,1,26,50.831054,4.377092,1,1019022,large,3.258096538021482
Shared room,Virton,Florenville,12,4.5,12,1,30,49.632442,5.328933,3,NA,NA,3.4011973816621555
Shared room,Namur,Namur,51,4.5,1,1,27,50.444929,4.857476,1,106284,large,3.295836866004329
Shared room,Brussel,Vorst,0,NA,1,1,24,50.822804,4.341358,1,1019022,large,3.1780538303479458
Shared room,Brussel,Brussel,0,NA,1,1,18,50.820293,4.367287,2,1019022,large,2.8903717578961645
Shared room,Brugge,Brugge,40,4.5,6,1,28,51.27082,3.214305,1,116709,large,3.332204510175204
Shared room,Brussel,Anderlecht,0,NA,1,1,24,50.835255,4.305936,1,1019022,large,3.1780538303479458
Shared room,Antwerpen,Antwerpen,78,4.5,16,1,35,51.20179,4.431627,9,459805,large,3.5553480614894135
Shared room,Leuven,Leuven,18,4,2,1,28,50.863823,4.713015,3,92892,small,3.332204510175204
Shared room,Liège,Liège,32,4.5,2,1,24,50.637372,5.562503,3,182597,large,3.1780538303479458
Shared room,Brussel,Sint-Gillis,0,NA,1,1,30,50.82923,4.339944,1,1019022,large,3.4011973816621555
Shared room,Brussel,Evere,1,NA,1,1,19,50.8779,4.401706,15,1019022,large,2.9444389791664403
Shared room,Leuven,Leuven,15,4.5,1,1,26,50.879304,4.709556,6,92892,small,3.258096538021482
Shared room,Antwerpen,Antwerpen,5,5,1,1,20,51.204567,4.41783,1,459805,large,2.995732273553991
